# Title : Profile directory PCM analysis file of the Boundary Currents Monitor
# Description : The directory PCM analysis file describes all individual profile files of the argo GDAC ftp site for one Boundary Current system
# Project : ARGO, EARISE, BC-monitor
# Boundary Current system: GSE tight
# Format version : 1.0
# Date of update : 20260625011925
file,date,latitude,longitude,ocean,profiler_code,institution_code,date_update,wmo,cyc,institution,dac,profiler,cycle_number,url,pcm_label,reordered_label
bodc/7901008/profiles/R7901008_166.nc,20260617023405,38.259,-69.759,A,846,BO,20260617080343,7901008,166,"BODC, United Kingdom",bodc,Teledyne Webb Research float with SBE conductivity sensor,166,https://dataselection.euro-argo.eu/cycle/6132312,,
coriolis/1902663/profiles/R1902663_069.nc,20260618070300,38.221,-65.567,A,838,IF,20260618083200,1902663,69,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,69,https://dataselection.euro-argo.eu/cycle/6133654,3.0,2.0
coriolis/2904004/profiles/R2904004_028.nc,20260622224800,36.438,-60.515,A,838,IF,20260623002632,2904004,28,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,28,https://dataselection.euro-argo.eu/cycle/6142030,1.0,3.0
coriolis/3901602/profiles/R3901602_357.nc,20260619145312,34.352,-72.318,A,846,IF,20260621001712,3901602,357,"Ifremer, France",coriolis,Teledyne Webb Research float with SBE conductivity sensor,357,https://dataselection.euro-argo.eu/cycle/6137174,2.0,1.0
coriolis/3901687/profiles/R3901687_230.nc,20260617223920,40.226,-66.254,A,844,IF,20260617233454,3901687,230,"Ifremer, France",coriolis,ARVOR float with SBE conductivity sensor,230,https://dataselection.euro-argo.eu/cycle/6133518,0.0,0.0
coriolis/3902001/profiles/R3902001_164.nc,20260618043830,41.766,-48.828,A,844,IF,20260618053005,3902001,164,"Ifremer, France",coriolis,ARVOR float with SBE conductivity sensor,164,https://dataselection.euro-argo.eu/cycle/6133609,2.0,1.0
coriolis/4903763/profiles/R4903763_069.nc,20260618070100,37.008,-69.675,A,838,IF,20260618082723,4903763,69,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,69,https://dataselection.euro-argo.eu/cycle/6133650,,
coriolis/5907071/profiles/R5907071_078.nc,20260623082600,42.53,-48.49,A,838,IF,20260623093217,5907071,78,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,78,https://dataselection.euro-argo.eu/cycle/6142162,,
coriolis/5907126/profiles/R5907126_069.nc,20260616162100,38.921,-71.091,A,838,IF,20260616172927,5907126,69,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,69,https://dataselection.euro-argo.eu/cycle/6131944,,
coriolis/6902914/profiles/R6902914_266.nc,20260614205330,37.05,-57.638,A,844,IF,20260614213735,6902914,266,"Ifremer, France",coriolis,ARVOR float with SBE conductivity sensor,266,https://dataselection.euro-argo.eu/cycle/6130175,,
coriolis/6903121/profiles/R6903121_164.nc,20260620044130,36.027,-58.528,A,844,IF,20260620053831,6903121,164,"Ifremer, France",coriolis,ARVOR float with SBE conductivity sensor,164,https://dataselection.euro-argo.eu/cycle/6137330,,
coriolis/6903122/profiles/R6903122_164.nc,20260620044530,36.052,-74.276,A,844,IF,20260620054116,6903122,164,"Ifremer, France",coriolis,ARVOR float with SBE conductivity sensor,164,https://dataselection.euro-argo.eu/cycle/6137329,,
coriolis/6990501/profiles/R6990501_140.nc,20260622094508,35.147,-55.392,A,846,IF,20260623201559,6990501,140,"Ifremer, France",coriolis,Teledyne Webb Research float with SBE conductivity sensor,140,https://dataselection.euro-argo.eu/cycle/6141224,,
coriolis/7901036/profiles/R7901036_109.nc,20260620065600,40.4,-51.322,A,838,IF,20260620082756,7901036,109,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,109,https://dataselection.euro-argo.eu/cycle/6137350,,
coriolis/7902309/profiles/R7902309_028.nc,20260621225800,41.58,-56.874,A,838,IF,20260622003102,7902309,28,"Ifremer, France",coriolis,ARVOR-D deep float with SBE conductivity sensor,28,https://dataselection.euro-argo.eu/cycle/6140722,,
meds/4902467/profiles/R4902467_259.nc,20260622213800,40.39,-63.975,A,844,ME,20260622191556,4902467,259,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,259,https://dataselection.euro-argo.eu/cycle/6141692,,
meds/4902478/profiles/R4902478_253.nc,20260616223000,35.791,-51.425,A,844,ME,20260616221555,4902478,253,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,253,https://dataselection.euro-argo.eu/cycle/6132188,,
meds/4902501/profiles/R4902501_205.nc,20260620214400,33.695,-73.266,A,844,ME,20260620221612,4902501,205,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,205,https://dataselection.euro-argo.eu/cycle/6137867,,
meds/4902503/profiles/R4902503_205.nc,20260621221900,42.031,-62.864,A,844,ME,20260621221613,4902503,205,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,205,https://dataselection.euro-argo.eu/cycle/6140768,,
meds/4902505/profiles/R4902505_212.nc,20260620214900,40.713,-58.789,A,844,ME,20260620221613,4902505,212,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,212,https://dataselection.euro-argo.eu/cycle/6137866,,
meds/4902515/profiles/R4902515_170.nc,20260617191900,35.246,-49.252,A,844,ME,20260617191604,4902515,170,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,170,https://dataselection.euro-argo.eu/cycle/6133324,,
meds/4902519/profiles/R4902519_170.nc,20260620094300,38.847,-51.946,A,844,ME,20260620071556,4902519,170,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,170,https://dataselection.euro-argo.eu/cycle/6137437,,
meds/4902577/profiles/R4902577_152.nc,20260622130900,42.367,-63.796,A,844,ME,20260622131559,4902577,152,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,152,https://dataselection.euro-argo.eu/cycle/6141419,,
meds/4902598/profiles/R4902598_138.nc,20260622233300,38.598,-54.214,A,836,ME,20260623000119,4902598,138,"MEDS, Canada",meds,PROVOR III,138,https://dataselection.euro-argo.eu/cycle/6141885,,
meds/4902599/profiles/R4902599_135.nc,20260617133800,37.525,-50.703,A,836,ME,20260617120116,4902599,135,"MEDS, Canada",meds,PROVOR III,135,https://dataselection.euro-argo.eu/cycle/6133122,,
meds/4902606/profiles/R4902606_109.nc,20260618175800,36.504,-60.311,A,844,ME,20260618161603,4902606,109,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,109,https://dataselection.euro-argo.eu/cycle/6136214,,
meds/4902608/profiles/R4902608_100.nc,20260619150000,38.385,-53.009,A,844,ME,20260619131557,4902608,100,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,100,https://dataselection.euro-argo.eu/cycle/6136791,,
meds/4902622/profiles/R4902622_081.nc,20260619193100,35.986,-65.242,A,836,ME,20260619180110,4902622,81,"MEDS, Canada",meds,PROVOR III,81,https://dataselection.euro-argo.eu/cycle/6136962,,
meds/4902651/profiles/R4902651_073.nc,20260619062100,41.611,-63.378,A,844,ME,20260619041556,4902651,73,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,73,https://dataselection.euro-argo.eu/cycle/6136609,,
meds/4902674/profiles/R4902674_062.nc,20260616191600,38.011,-56.063,A,836,ME,20260616180113,4902674,62,"MEDS, Canada",meds,PROVOR III,62,https://dataselection.euro-argo.eu/cycle/6132054,,
meds/4902676/profiles/R4902676_079.nc,20260617053300,41.835,-57.723,A,836,ME,20260617060141,4902676,79,"MEDS, Canada",meds,PROVOR III,79,https://dataselection.euro-argo.eu/cycle/6132909,,
meds/4902678/profiles/R4902678_062.nc,20260615123000,38.801,-59.202,A,836,ME,20260615120157,4902678,62,"MEDS, Canada",meds,PROVOR III,62,https://dataselection.euro-argo.eu/cycle/6130954,,
meds/4902699/profiles/R4902699_046.nc,20260622210000,34.595,-63.001,A,844,ME,20260622191601,4902699,46,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,46,https://dataselection.euro-argo.eu/cycle/6141689,,
meds/4902702/profiles/R4902702_045.nc,20260618015700,35.043,-48.39,A,844,ME,20260618011601,4902702,45,"MEDS, Canada",meds,ARVOR float with SBE conductivity sensor,45,https://dataselection.euro-argo.eu/cycle/6133498,,
meds/4902733/profiles/R4902733_005.nc,20260616114400,41.518,-62.345,A,834,ME,20260619205134,4902733,5,"MEDS, Canada",meds,PROVOR V SBE,5,https://dataselection.euro-argo.eu/cycle/6137115,,
